CODIGO,PRECIO,DESCUENTO, MONTO,VENEZUELA 1,VENEZUELA 2,COL 4,MEX 9,VENEZUELA 3,MEX 10,MEX 11,MEX 12,MEX 13,
GUI-00313-MT," $139,00 "," $10,00 "," $375,30 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
HB-1501-NG," $215,80 ", $-   ," $215,80 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
PA-3002-FS," $89,50 ", $-   ," $89,50 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
PA-3002-PL," $89,50 ", $-   ," $89,50 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
PA-3003-BO," $81,30 ", $-   ," $81,30 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
PA-3205-BO," $93,80 ", $-   ," $93,80 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
PA-3308-CR," $93,80 ", $-   ," $187,60 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
PA-3402-CR," $82,60 ", $-   ," $165,20 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
PA-3407-BO," $261,40 ", $-   ," $522,80 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
PA-3503-BO," $69,00 ", $-   ," $69,00 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
PA-3504-AQ," $175,10 ", $-   ," $175,10 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
PA-3508-ML," $812,70 ", $-   ," $162,54 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
PA-3508-RF," $812,70 ", $-   ," $162,54 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
PA-3508-RJ," $812,70 ", $-   ," $162,54 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
PA-3852-AZ," $695,50 ", $-   ," $347,75 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
PA-3852-LI," $695,50 ", $-   ," $347,75 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
PA-3852-NJ," $695,50 ", $-   ," $347,75 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
PA-3852-RY," $695,50 ", $-   ," $347,75 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
PA-3854-VE," $67,50 ", $-   ," $67,50 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
PA-3857-BO," $247,60 ", $-   ," $247,60 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
PA-5033-BO," $252,20 ", $-   ," $1.513,20 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
PA-5033-CR," $180,00 ", $-   ," $1.080,00 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
PA-7101-FS," $97,40 ", $-   ," $97,40 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
PA-7101-LI," $97,40 ", $-   ," $97,40 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
PA-7300-BO," $98,80 ", $-   ," $197,60 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
PA-7300-CR," $98,80 ", $-   ," $197,60 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
PA-7311-CR," $69,10 ", $-   ," $69,10 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
PA-7311-MO," $69,10 ", $-   ," $69,10 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
PA-7341-CR," $196,90 ", $-   ," $393,80 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
PA-7400-AO," $98,80 ", $-   ," $98,80 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
PA-7400-BO," $98,80 ", $-   ," $98,80 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
PA-7400-CR," $98,80 ", $-   ," $98,80 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
PA-7400-FS," $98,80 ", $-   ," $98,80 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
PA-7400-MO," $98,80 ", $-   ," $98,80 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
PA-7400-RY," $98,80 ", $-   ," $98,80 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
PA-7400-VA," $98,80 ", $-   ," $98,80 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
PA-7401-CR," $186,20 ", $-   ," $372,40 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
PA-7403-FS," $248,30 ", $-   ," $248,30 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
PA-7403-RJ," $248,30 ", $-   ," $248,30 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
PA-7403-TQ," $248,30 ", $-   ," $248,30 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
PA-7406-CR," $97,40 ", $-   ," $97,40 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
PA-7600-AN," $98,80 ", $-   ," $98,80 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
PA-7600-CR," $98,80 ", $-   ," $98,80 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
PA-7600-LI," $98,80 ", $-   ," $98,80 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
PA-7600-RJ," $98,80 ", $-   ," $98,80 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
PA-7600-RS," $98,80 ", $-   ," $98,80 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
PA-7600-VA," $98,80 ", $-   ," $98,80 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
PA-7602-FS," $263,80 ", $-   ," $263,80 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
PA-7602-RJ," $263,80 ", $-   ," $263,80 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
PA-7602-RY," $263,80 ", $-   ," $263,80 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
PC-2484-AO," $184,25 ", $-   ," $184,25 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
PC-2584-BL," $495,99 ", $-   ," $495,99 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
APA-00491-RS," $126,00 ", $-   ," $252,00 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
APA-00496-RJ," $126,00 ", $-   ," $126,00 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
CI-1432-VL," $111,90 "," $10,00 "," $201,42 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
CI-2100-MZ," $29,60 ", $-   ," $29,60 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
CI-2100-RS," $29,60 ", $-   ," $29,60 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
CI-2101-MO," $32,50 ", $-   ," $32,50 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
CI-2110-MO," $33,00 ", $-   ," $33,00 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
CI-2150-NG," $63,60 ", $-   ," $63,60 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
CI-8196-DO," $139,00 "," $10,00 "," $125,10 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
CI-8203-DO," $105,40 "," $10,00 "," $189,72 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
DJ-2465-DO," $352,80 "," $10,00 "," $317,52 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
DJ-2465-NQ," $352,80 "," $10,00 "," $317,52 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
OG-1171-DO," $87,90 "," $10,00 "," $79,11 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
PD-8067-BO," $171,38 ", $-   ," $514,14 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,PD-8067-BO,#N/A,
PD-8067-CR," $106,70 ", $-   ," $320,10 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,PD-8067-CR,#N/A,
PM-1016-AS," $23,80 "," $10,00 "," $21,42 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
PM-1016-RS," $23,80 "," $10,00 "," $21,42 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
TM-6016-RJ," $174,57 ", $-   ," $174,57 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
TM-6016-RY," $174,57 ", $-   ," $174,57 ",#N/A,TM-6016-RY,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
apa-00501," $360,00 ",," $360,00 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
pc-2806-mt, $-   ,, $-   ,#N/A,#N/A,#N/A,PC-2806-MT,Err:504,#N/A,#N/A,#N/A,#N/A,
pc-2806-mt, $-   ,, $-   ,#N/A,#N/A,#N/A,PC-2806-MT,Err:504,#N/A,#N/A,#N/A,#N/A,
pc-2794-fs, $-   ,, $-   ,#N/A,#N/A,#N/A,PC-2794-FS,Err:504,#N/A,#N/A,#N/A,#N/A,
pc-2797-cc, $-   ,, $-   ,#N/A,#N/A,#N/A,PC-2797-CC,Err:504,#N/A,#N/A,#N/A,#N/A,
pc-2676," $552,00 ",," $552,00 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
apa-00478," $276,00 ",," $276,00 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
BL-1001-TR," $155,30 "," $10,00 "," $698,85 ",BL-1001-TR,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
BL-2000-AO," $19,10 "," $10,00 "," $206,28 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
BL-2000-BL," $19,10 "," $10,00 "," $859,50 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
BL-2000-CE," $19,10 "," $10,00 "," $412,56 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
BL-2000-DO," $19,10 "," $10,00 "," $412,56 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
BL-2000-MO," $19,10 "," $10,00 "," $515,70 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
BL-2000-PL," $19,10 "," $10,00 "," $412,56 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
BL-2000-RJ," $19,10 "," $10,00 "," $206,28 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
BL-2000-RS," $19,10 "," $10,00 "," $515,70 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
BL-2001-AO," $24,10 "," $10,00 "," $21,69 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
BL-2001-BG," $24,10 "," $10,00 "," $21,69 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
BL-2001-BL," $24,10 "," $10,00 "," $1.084,50 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
BL-2001-PL," $24,10 "," $10,00 "," $260,28 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
BL-2021-RS," $29,30 "," $10,00 "," $316,44 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
PD-1026-AO," $16,70 ", $-   ," $501,00 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
PD-1026-DO," $16,70 ", $-   ," $835,00 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
PD-1026-NG," $16,70 ", $-   ," $601,20 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
PD-1026-PL," $16,70 ", $-   ," $835,00 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
PD-1026-RS," $16,70 ", $-   ," $801,60 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
PD-1026-RY," $16,70 ", $-   ," $801,60 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
PD-1026-TQ," $16,70 ", $-   ," $801,60 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
PD-1027-FS," $26,50 ", $-   ," $636,00 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
PD-1027-LI," $26,50 ", $-   ," $318,00 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
PD-1027-NG," $26,50 ", $-   ," $636,00 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
PD-1027-NJ," $26,50 ", $-   ," $318,00 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
PD-1027-RJ," $26,50 ", $-   ," $1.272,00 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
PD-1027-RS," $26,50 ", $-   ," $954,00 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
PD-1027-RY," $26,50 ", $-   ," $954,00 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
PD-1044-AC," $7,90 ", $-   ," $758,40 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
PD-1044-AO," $7,90 ", $-   ," $568,80 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
PD-1044-NG," $7,90 ", $-   ," $568,80 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
PD-1044-NJ," $7,90 ", $-   ," $379,20 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
PD-1044-RJ," $7,90 ", $-   ," $568,80 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
PD-1044-RS," $7,90 ", $-   ," $568,80 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
PD-1044-RY," $7,90 ", $-   ," $568,80 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
PD-1048-BL," $11,30 "," $10,00 "," $1.017,00 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
PD-1083-FS," $11,20 "," $10,00 "," $120,96 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
PD-1083-MO," $11,20 "," $10,00 "," $60,48 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
PD-1083-NG," $11,20 "," $10,00 "," $60,48 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
PD-1084-BL," $21,00 "," $10,00 "," $226,80 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
PD-1084-FS," $21,00 "," $10,00 "," $226,80 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
PD-1084-MO," $21,00 "," $10,00 "," $113,40 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
PD-1088-BO," $320,70 "," $15,00 "," $272,60 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
PD-1090-BO," $634,90 "," $10,00 "," $571,41 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
PD-1102-BL," $21,90 "," $10,00 "," $431,65 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
PD-1102-DO," $21,90 "," $10,00 "," $473,04 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
PD-1102-PL," $21,90 "," $10,00 "," $473,04 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
PD-1102-RJ," $21,90 "," $10,00 "," $473,04 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
PD-1102-RS," $21,90 "," $10,00 "," $236,52 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
PD-2000-PL," $9,90 ", $-   ," $475,20 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
PD-2002-RS," $5,90 "," $10,00 "," $191,16 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
PD-2010-BL," $6,90 "," $10,00 "," $447,12 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
CI-8264-FS," $40,32 ",," $40,32 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
CI-2020-NT," $112,30 ", $-   ," $112,30 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
CI-2023-NT," $106,50 ", $-   ," $106,50 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
CI-2048-NT," $125,20 ", $-   ," $125,20 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
CI-2501-TR," $8,50 ", $-   ," $85,00 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
EM-1001-RJ," $21,50 ", $-   ," $43,00 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
NV-1008-NQ," $75,60 ", $-   ," $226,80 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
PC-2733-NG," $459,58 ",," $229,79 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
PC-2718-PL," $494,93 ",," $247,47 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
BS-4047-RJ," $108,10 "," $10,00 "," $194,58 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
BT-7008-BG," $516,90 "," $10,00 "," $465,21 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
BT-7046-CF," $705,40 "," $10,00 "," $634,86 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
BT-8012-CF," $145,80 "," $10,00 "," $393,66 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
BT-8102-CF," $294,90 "," $10,00 "," $796,23 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
CI-1003-PS," $205,30 "," $10,00 "," $184,77 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
CI-1004-LL," $274,30 "," $10,00 "," $246,87 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
CI-1004-NG," $274,30 "," $10,00 "," $1.234,35 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
CI-1007-AG," $55,00 "," $10,00 "," $148,50 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
CI-1007-AO," $55,00 "," $10,00 "," $148,50 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
CI-1007-NG," $55,00 "," $10,00 "," $148,50 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
CI-1019-RS," $254,00 "," $10,00 "," $457,20 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
CI-1027-DO," $102,40 "," $10,00 "," $460,80 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
CI-1027-PL," $102,40 "," $10,00 "," $460,80 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
CI-1038-NG," $73,40 "," $10,00 "," $66,06 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
CI-1038-NJ," $73,40 "," $10,00 "," $66,06 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
CI-1038-OR," $73,40 "," $10,00 "," $330,30 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
CI-1092-AG," $134,50 "," $10,00 "," $363,15 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
CI-1092-OR," $134,50 "," $10,00 "," $363,15 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
CI-1092-TQ," $134,50 "," $10,00 "," $121,05 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
CI-1417-DO," $54,30 "," $10,00 "," $146,61 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
CI-1420-LI," $54,30 "," $10,00 "," $244,35 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
CI-1432-VL," $111,90 "," $10,00 "," $503,55 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
CI-1434-M1," $220,70 "," $20,00 "," $176,56 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
CI-1434-M4," $220,70 "," $20,00 "," $176,56 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
CI-1434-M5," $220,70 "," $20,00 "," $176,56 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
CI-1435-M1," $237,80 "," $20,00 "," $190,24 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
CI-1436-M3," $209,30 "," $20,00 "," $167,44 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
CI-1439-M7," $130,70 "," $10,00 "," $235,26 ",#N/A,CI-1439-M7,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
CI-1439-M8," $130,70 "," $10,00 "," $235,26 ",#N/A,CI-1439-M8,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
CI-8025-DO," $443,00 "," $25,00 "," $3.322,50 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
CI-8032-TQ," $58,60 "," $10,00 "," $158,22 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
CI-8037-AO," $48,70 "," $10,00 "," $43,83 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
CI-8037-DO," $48,70 "," $10,00 "," $219,15 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
CI-8037-FS," $48,70 "," $10,00 "," $219,15 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
CI-8037-LI," $48,70 "," $10,00 "," $219,15 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
CI-8037-LL," $48,70 "," $10,00 "," $131,49 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
CI-8037-MD," $48,70 "," $10,00 "," $131,49 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
CI-8037-MO," $48,70 "," $10,00 "," $131,49 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
CI-8037-NG," $48,70 "," $10,00 "," $219,15 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
CI-8037-NJ," $48,70 "," $10,00 "," $131,49 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
CI-8037-OR," $48,70 "," $10,00 "," $219,15 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
CI-8037-PL," $48,70 "," $10,00 "," $219,15 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
CI-8060-DO," $121,30 "," $15,00 "," $515,53 ",#N/A,#N/A,#N/A,CI-8060-DO,Err:504,#N/A,#N/A,#N/A,#N/A,
CI-8066-OR," $165,10 "," $10,00 "," $742,95 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
CI-8074-LI," $280,70 "," $10,00 "," $505,26 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
